,AVAILABILITY,CATEGORY,COVER,N° OF REVIEWS,PRICE,PRICE (excl tax),PRICE (incl tax),PRODUCT_TYPE,STOCK,TAX,TITLE,UPC,reviews
205,In stock (15 available),nonfiction_13,http://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/../../media/cache/33/65/3365a493bba6856798437c3e341a1e5d.jpg,0,27.43,27.43,27.43,Books,15,0.00,Becoming Wise: An Inquiry into the Mystery and Art of Living,919e7cb2269a25d2,Two
206,In stock (15 available),default_15,http://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/../../media/cache/68/e8/68e81c5a221dcd71516b5711641f83ed.jpg,0,11.11,11.11,11.11,Books,15,0.00,Beauty Restored (Riley Family Legacy Novellas #3),3f69e667a67e54d9,Two
207,In stock (15 available),sequential-art_5,http://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/../../media/cache/26/a6/26a6c3227af69348c542bc4e094279a4.jpg,0,36.50,36.50,36.50,Books,15,0.00,Batman: The Long Halloween (Batman),7edc0527cf782e19,Two
208,In stock (15 available),sequential-art_5,http://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/../../media/cache/1e/38/1e381319aaf7cf69c27a5171520d53fe.jpg,0,15.38,15.38,15.38,Books,15,0.00,Batman: The Dark Knight Returns (Batman),47271d8e08b5d31c,Five
209,In stock (15 available),default_15,http://books.toscrape.com/catalogue/ayumis-violin_791/../../media/cache/43/78/4378757ed2632f2473e7455ae9717820.jpg,0,15.48,15.48,15.48,Books,15,0.00,Ayumi's Violin,05f7c6d9a4e582d3,Two
210,In stock (15 available),default_15,http://books.toscrape.com/catalogue/anonymous_790/../../media/cache/31/07/31070621fa42e300a9aab403293bad92.jpg,0,46.82,46.82,46.82,Books,15,0.00,Anonymous,d24b829be2ca81c4,Four
211,In stock (15 available),default_15,http://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/../../media/cache/c3/6f/c36fd57aa9fc55ab3ea56b6e08b59c8d.jpg,0,18.46,18.46,18.46,Books,15,0.00,Amy Meets the Saints and Sages,7ebfa6c1bee69e1e,Three
212,In stock (15 available),cultural_49,http://books.toscrape.com/catalogue/amid-the-chaos_788/../../media/cache/8a/94/8a94b2ba501119af0d3520b94daf8c20.jpg,0,36.58,36.58,36.58,Books,15,0.00,Amid the Chaos,bb8245f52c7cce8f,One
213,In stock (15 available),default_15,http://books.toscrape.com/catalogue/amatus_787/../../media/cache/30/51/30512adbb6cba367d3f48e09a888da3c.jpg,0,50.54,50.54,50.54,Books,15,0.00,Amatus,ffd54178acc9a6a5,Five
214,In stock (15 available),nonfiction_13,http://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/../../media/cache/66/03/6603ceb9ac44fb012f8bf54383bc0165.jpg,0,12.51,12.51,12.51,Books,15,0.00,Agnostic: A Spirited Manifesto,d195e7f4ed697350,Five
215,In stock (14 available),history_32,http://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/../../media/cache/21/da/21dab5c065cfcde1bad7ded16a753102.jpg,0,24.70,24.70,24.70,Books,14,0.00,Zealot: The Life and Times of Jesus of Nazareth,dd5bfa6cc2c0ecc3,Three
216,In stock (14 available),thriller_37,http://books.toscrape.com/catalogue/you-you-1_784/../../media/cache/f2/f1/f2f19169771a8a8e1a4b72f22e799de8.jpg,0,43.61,43.61,43.61,Books,14,0.00,You (You #1),024387ca4cafd5cc,Five
217,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/../../media/cache/b6/6a/b66a733a0fd2c0ed2cffaf5d2d9dd146.jpg,0,37.34,37.34,37.34,Books,14,0.00,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",047097293bb4d1c0,Four
218,In stock (14 available),young-adult_21,http://books.toscrape.com/catalogue/wild-swans_782/../../media/cache/ad/42/ad42a85570a887faf1b9e12715cf59bf.jpg,0,14.36,14.36,14.36,Books,14,0.00,Wild Swans,3fb15ace50d6142b,Two
219,In stock (14 available),politics_48,http://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/../../media/cache/cd/64/cd64ccda3382d62fea8167eaadd6c9a0.jpg,0,52.65,52.65,52.65,Books,14,0.00,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,2b5054a4192e9b06,Four
220,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/../../media/cache/e3/d5/e3d59328474571d53aad7d07144e2ef0.jpg,0,38.20,38.20,38.20,Books,14,0.00,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,44a10f1ac8ce822e,Four
221,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/../../media/cache/96/6f/966f1fe13d231041bb516c281a675646.jpg,0,19.60,19.60,19.60,Books,14,0.00,What's It Like in Space?: Stories from Astronauts Who've Been There,6fd646a334e6e133,Two
222,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/../../media/cache/3e/61/3e611e2228ffe66b05f202cd3da0359c.jpg,0,53.90,53.90,53.90,Books,14,0.00,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",92275cedf6d8ee15,One
223,In stock (14 available),childrens_11,http://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/../../media/cache/0f/65/0f65a1f2a3705c67b3d2a787ab3e8b99.jpg,0,12.96,12.96,12.96,Books,14,0.00,Walt Disney's Alice in Wonderland,6a31307a81e8f3a8,Five
224,In stock (14 available),default_15,http://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/../../media/cache/9d/3f/9d3f79bdbfe9a9caea353627b6685699.jpg,0,37.10,37.10,37.10,Books,14,0.00,V for Vendetta (V for Vendetta Complete),4a1debca3135ff37,Four
225,In stock (14 available),young-adult_21,http://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/../../media/cache/e1/24/e1249f72129bd4b788ffd0cdd7834c24.jpg,0,46.31,46.31,46.31,Books,14,0.00,Until Friday Night (The Field Party #1),aba2db9afb1469c7,Two
226,In stock (14 available),default_15,http://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/../../media/cache/e6/95/e6956bac63c9e1e6df6dac4db3a0ec0d.jpg,0,45.95,45.95,45.95,Books,14,0.00,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",76c84daa539426e2,Two
227,In stock (14 available),childrens_11,http://books.toscrape.com/catalogue/twenty-yawns_773/../../media/cache/40/d7/40d7f9433c2f23370659c925a45fdcad.jpg,0,22.08,22.08,22.08,Books,14,0.00,Twenty Yawns,1d6443ffba9dfd80,Two
228,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/through-the-woods_772/../../media/cache/ac/07/ac07aa5cfd42e6192bb801a749263bba.jpg,0,25.38,25.38,25.38,Books,14,0.00,Through the Woods,6e44bcbeac7f4360,Two
229,In stock (14 available),young-adult_21,http://books.toscrape.com/catalogue/this-is-where-it-ends_771/../../media/cache/8e/dc/8edc314a67ed5ddad7bd0a2f30ad3238.jpg,0,27.12,27.12,27.12,Books,14,0.00,This Is Where It Ends,f0f38174a7e689a3,Two
230,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/../../media/cache/06/2a/062af372ae666a16fa7e67ced2d1187c.jpg,0,43.04,43.04,43.04,Books,14,0.00,The Year of Magical Thinking,34c0d7c4ee5650af,Two
231,In stock (14 available),default_15,http://books.toscrape.com/catalogue/the-wright-brothers_769/../../media/cache/51/98/51985c3a61a47b8de85239b9e3b2a938.jpg,0,56.80,56.80,56.80,Books,14,0.00,The Wright Brothers,08b2f71d93836313,Four
232,In stock (14 available),add-a-comment_18,http://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/../../media/cache/11/40/11400b5532ad710359584a68db50f33c.jpg,0,25.91,25.91,25.91,Books,14,0.00,The White Queen (The Cousins' War #1),6875c5657661b2fb,Five
233,In stock (14 available),romance_8,http://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/../../media/cache/21/53/21539e305aa09ec40b36daa43db3f2fe.jpg,0,32.61,32.61,32.61,Books,14,0.00,The Wedding Pact (The O'Malleys #2),c5cb9f885d8b3621,Three
234,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/the-time-keeper_766/../../media/cache/37/d1/37d108ff5b19028a52ddd73dba35d543.jpg,0,27.88,27.88,27.88,Books,14,0.00,The Time Keeper,e9906e2f0d189745,Five
235,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/the-testament-of-mary_765/../../media/cache/06/a6/06a62270c0700ae3c537cf394cf145ee.jpg,0,52.67,52.67,52.67,Books,14,0.00,The Testament of Mary,081305e6df719dff,Four
236,In stock (14 available),fantasy_19,http://books.toscrape.com/catalogue/the-star-touched-queen_764/../../media/cache/ac/1a/ac1a0546d9cdf6cd82ab7712a6c418df.jpg,0,46.02,46.02,46.02,Books,14,0.00,The Star-Touched Queen,1528279aec1f3dce,Five
237,In stock (14 available),default_15,http://books.toscrape.com/catalogue/the-songs-of-the-gods_763/../../media/cache/08/ad/08add5c58ff717da1b00d5dda3f7c637.jpg,0,44.48,44.48,44.48,Books,14,0.00,The Songs of the Gods,00c4543ec6bd25b4,Five
238,In stock (14 available),add-a-comment_18,http://books.toscrape.com/catalogue/the-song-of-achilles_762/../../media/cache/4e/56/4e56783b21a3a5c73e32e59241a351ac.jpg,0,37.40,37.40,37.40,Books,14,0.00,The Song of Achilles,e88fb1c9397cfb27,Five
239,In stock (14 available),default_15,http://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/../../media/cache/45/db/45db8e5d17ac3683cce97977d162dc94.jpg,0,54.04,54.04,54.04,Books,14,0.00,The Rosie Project (Don Tillman #1),012094e90a4b908d,One
240,In stock (14 available),default_15,http://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/../../media/cache/03/be/03beffe578a7839374f7060639ce914d.jpg,0,16.88,16.88,16.88,Books,14,0.00,The Power of Habit: Why We Do What We Do in Life and Business,6bdd909329435e80,Three
241,In stock (14 available),historical-fiction_4,http://books.toscrape.com/catalogue/the-marriage-of-opposites_759/../../media/cache/33/8e/338e196723f3fb10d5c6990fe54be61d.jpg,0,28.08,28.08,28.08,Books,14,0.00,The Marriage of Opposites,52cf2a5933ec5d8f,Four
242,In stock (14 available),psychology_26,http://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/../../media/cache/4b/2a/4b2a574e8382dcac92d046d30d2c27fc.jpg,0,10.40,10.40,10.40,Books,14,0.00,The Lucifer Effect: Understanding How Good People Turn Evil,4e812d32d64e2431,One
243,In stock (14 available),humor_30,http://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/../../media/cache/b1/e6/b1e6c747381261cd6e60ac9d350c4bab.jpg,0,44.07,44.07,44.07,Books,14,0.00,The Long Haul (Diary of a Wimpy Kid #9),f21effc079a2b38a,One
244,In stock (14 available),horror_31,http://books.toscrape.com/catalogue/the-loney_756/../../media/cache/84/cc/84cc7f93a8c6c766a6297a23227e68e8.jpg,0,23.40,23.40,23.40,Books,14,0.00,The Loney,2d88a31f325dfd3b,One
245,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/../../media/cache/b7/95/b79552e4f08ebad6516f6ddefbb7bd92.jpg,0,17.43,17.43,17.43,Books,14,0.00,The Literature Book (Big Ideas Simply Explained),4881cc53f6c8892f,Three
246,In stock (14 available),mystery_3,http://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/../../media/cache/e6/dc/e6dcc8f75214eb14edc1ce09c98f3d71.jpg,0,54.21,54.21,54.21,Books,14,0.00,The Last Mile (Amos Decker #2),3bc89353f7e3a3cc,Two
247,In stock (14 available),add-a-comment_18,http://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/../../media/cache/92/4d/924d855a0ad5774410b0bb7c71afa788.jpg,0,40.67,40.67,40.67,Books,14,0.00,The Immortal Life of Henrietta Lacks,f72f61ad6a5f12ed,Two
248,In stock (14 available),fantasy_19,http://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/../../media/cache/7c/55/7c550a26f03e12343d0c6b4474b3eb1e.jpg,0,52.26,52.26,52.26,Books,14,0.00,The Hidden Oracle (The Trials of Apollo #1),992974ba6a0536ea,Two
249,In stock (14 available),food-and-drink_33,http://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/../../media/cache/bc/eb/bceb609c54f7739682b319a27a5b9783.jpg,0,28.77,28.77,28.77,Books,14,0.00,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,ddc8340dabc8641b,Three
250,In stock (14 available),thriller_37,http://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/../../media/cache/7f/fd/7ffdc9c4b7bf965990c59460da9b66b7.jpg,0,13.82,13.82,13.82,Books,14,0.00,The Guilty (Will Robie #4),847935fc68707426,Two
251,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/../../media/cache/81/3e/813e1d11126330de52d9368e78d116cc.jpg,0,25.85,25.85,25.85,Books,14,0.00,The First Hostage (J.B. Collins #2),a86972014275e072,Three
252,In stock (14 available),add-a-comment_18,http://books.toscrape.com/catalogue/the-dovekeepers_748/../../media/cache/24/86/248641d1d03b4dbfe3a7db4e20552973.jpg,0,48.78,48.78,48.78,Books,14,0.00,The Dovekeepers,3d76bc83c6b644c9,One
253,In stock (14 available),young-adult_21,http://books.toscrape.com/catalogue/the-darkest-lie_747/../../media/cache/3b/6a/3b6ae7b1d7736819f4f44605441e283e.jpg,0,35.35,35.35,35.35,Books,14,0.00,The Darkest Lie,6edacfd1f8ebb9eb,Five
254,In stock (14 available),fantasy_19,http://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/../../media/cache/e9/fe/e9fed5b725a6badd26ef93175fdc248b.jpg,0,44.73,44.73,44.73,Books,14,0.00,The Bane Chronicles (The Bane Chronicles #1-11),dc6f688b82e42a5b,Four
255,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/../../media/cache/c4/d7/c4d78673f6228b246d5d547c29eaa58b.jpg,0,15.77,15.77,15.77,Books,14,0.00,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,923831a05c9f91f7,One
256,In stock (14 available),thriller_37,http://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/../../media/cache/5b/3e/5b3e36ce7c82e9dd8b416a23531c0121.jpg,0,39.24,39.24,39.24,Books,14,0.00,The 14th Colony (Cotton Malone #11),1b8187fa4bf6ab05,One
257,In stock (14 available),mystery_3,http://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/../../media/cache/23/b8/23b81994234ac127d701db1531a08e48.jpg,0,13.92,13.92,13.92,Books,14,0.00,That Darkness (Gardiner and Renner #1),0c7b9cf2b7662b65,One
258,In stock (14 available),mystery_3,http://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/../../media/cache/74/9b/749bca168778cf35fdb2441a9d6b403f.jpg,0,10.69,10.69,10.69,Books,14,0.00,Tastes Like Fear (DI Marnie Rome #3),2d1e337aaf341858,One
259,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/take-me-with-you_741/../../media/cache/bd/ad/bdad8933d15df7d7c6f3a16a9315048b.jpg,0,45.21,45.21,45.21,Books,14,0.00,Take Me with You,2c04320e110a14a3,Three
260,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/swell-a-year-of-waves_740/../../media/cache/7d/a6/7da658ca2d3fce1a9958fb754a179ba8.jpg,0,45.58,45.58,45.58,Books,14,0.00,Swell: A Year of Waves,4c8b7540409da4ac,One
261,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/../../media/cache/31/32/3132ce8535ec612bf8588a5bc62998d4.jpg,0,11.89,11.89,11.89,Books,14,0.00,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),ac8e3949d284e9a9,Five
262,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/../../media/cache/a3/eb/a3ebe1ca5df0d3ff3e3d2b8fb8b2a551.jpg,0,26.41,26.41,26.41,Books,14,0.00,Still Life with Bread Crumbs,fe44cc816576c652,Three
263,In stock (14 available),default_15,http://books.toscrape.com/catalogue/steve-jobs_737/../../media/cache/70/a4/70a49dbcdbbdbc8b7264d254d8197ecd.jpg,0,39.50,39.50,39.50,Books,14,0.00,Steve Jobs,95019eac1c0a052f,Five
264,In stock (14 available),science_22,http://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/../../media/cache/5d/a5/5da545b9d44464af8b3d0a9511a050ca.jpg,0,44.74,44.74,44.74,Books,14,0.00,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,3edcccc4f341fb1a,Four
265,In stock (14 available),contemporary_38,http://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/../../media/cache/03/67/03672d82cd257167775d88568d2cce38.jpg,0,52.79,52.79,52.79,Books,14,0.00,Someone Like You (The Harrisons #2),a278db6b2b09cf9f,Five
266,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/../../media/cache/53/ea/53ead08572cc44510da38edf559722d1.jpg,0,35.43,35.43,35.43,Books,14,0.00,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",394f6d30cafc3edb,Four
267,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/shtum_733/../../media/cache/63/62/63623a0b014b1f26e49aa61786e6e708.jpg,0,55.84,55.84,55.84,Books,14,0.00,Shtum,830fb3967c74866d,Four
268,In stock (14 available),travel_2,http://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/../../media/cache/c7/1a/c71a85dbf8c2dbc75cb271026618477c.jpg,0,48.87,48.87,48.87,Books,14,0.00,See America: A Celebration of Our National Parks & Treasured Sites,f9705c362f070608,Three
269,In stock (14 available),poetry_23,http://books.toscrape.com/catalogue/salt_731/../../media/cache/c9/92/c9924f9637aef6d9fc8e165be62f69ee.jpg,0,46.78,46.78,46.78,Books,14,0.00,salt.,86cbddb61ea78bb7,Four
270,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/robin-war_730/../../media/cache/08/e3/08e3fff11713d162620c920a2574e149.jpg,0,47.82,47.82,47.82,Books,14,0.00,Robin War,85b2176b3b194030,Three
271,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/../../media/cache/7a/23/7a2319e460168eff8d91828ff380849c.jpg,0,25.48,25.48,25.48,Books,14,0.00,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",31e2e2d9cca3778f,Two
272,In stock (14 available),childrens_11,http://books.toscrape.com/catalogue/rain-fish_728/../../media/cache/ea/1f/ea1f22fa3179f3f84fbadd24fe89a1fd.jpg,0,23.57,23.57,23.57,Books,14,0.00,Rain Fish,a6454e329f872b78,Three
273,In stock (14 available),poetry_23,http://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/../../media/cache/68/92/68922093080c377fa521ba64d8d372e1.jpg,0,50.89,50.89,50.89,Books,14,0.00,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",aa35446aab16017f,Five
274,In stock (14 available),horror_31,http://books.toscrape.com/catalogue/pet-sematary_726/../../media/cache/99/ef/99ef2f3987ee016bdd120a4579ef98f5.jpg,0,10.56,10.56,10.56,Books,14,0.00,Pet Sematary,af58a74e4b2a23a0,Three
275,In stock (14 available),self-help_41,http://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/../../media/cache/7f/6b/7f6bfd0fc24b974b4d7721899e93aa2c.jpg,0,52.15,52.15,52.15,Books,14,0.00,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",8ecf0356a3878811,Three
276,In stock (14 available),childrens_11,http://books.toscrape.com/catalogue/once-was-a-time_724/../../media/cache/e6/5e/e65e45701ce6d2da8c5cf31d6208ff02.jpg,0,18.28,18.28,18.28,Books,14,0.00,Once Was a Time,e34efcc824685332,Two
277,In stock (14 available),humor_30,http://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/../../media/cache/55/82/5582626cb185a8eb2914c15d5287afbd.jpg,0,11.83,11.83,11.83,Books,14,0.00,Old School (Diary of a Wimpy Kid #10),02b74068fa98d8a4,Five
278,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/../../media/cache/c6/e5/c6e596ddbcd5d5f448d1bae14f2e09d3.jpg,0,21.95,21.95,21.95,Books,14,0.00,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,132ec5e8c984adef,Two
279,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/../../media/cache/0b/b8/0bb8bd42d6b58c7966ba67472a55f905.jpg,0,38.39,38.39,38.39,Books,14,0.00,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",71e36f33981ddb74,Two
280,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/../../media/cache/28/db/28db43984c765a1d02fd3495f5c52eb6.jpg,0,41.56,41.56,41.56,Books,14,0.00,My Name Is Lucy Barton,727bf2b86b19ad88,One
281,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/my-mrs-brown_719/../../media/cache/2d/a3/2da3464fa2010bebedfba9eca77e42be.jpg,0,24.48,24.48,24.48,Books,14,0.00,My Mrs. Brown,cc82685d9f49bc2c,Three
282,In stock (14 available),young-adult_21,http://books.toscrape.com/catalogue/my-kind-of-crazy_718/../../media/cache/2b/38/2b38dc9b90299a9755fb15bed3293342.jpg,0,40.36,40.36,40.36,Books,14,0.00,My Kind of Crazy,137b0b2775701e11,One
283,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/../../media/cache/65/7f/657f9a3b7c0579c7fa499dddddd59422.jpg,0,28.90,28.90,28.90,Books,14,0.00,Mr. Mercedes (Bill Hodges Trilogy #1),caa2e5b3fb1b2d4c,One
284,In stock (14 available),add-a-comment_18,http://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/../../media/cache/e7/00/e7000cd6975d8932b9178de9386b944d.jpg,0,37.61,37.61,37.61,Books,14,0.00,More Than Music (Chasing the Dream #1),47d47155e89c8be7,Two
285,In stock (14 available),business_35,http://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/../../media/cache/1e/3e/1e3e1572e17ade03b21c44617fbc4d68.jpg,0,38.85,38.85,38.85,Books,14,0.00,Made to Stick: Why Some Ideas Survive and Others Die,b96fc7a0ea7d4b45,Five
286,In stock (14 available),childrens_11,http://books.toscrape.com/catalogue/luis-paints-the-world_714/../../media/cache/34/1e/341e9af2106811a4ca8e56ce92762580.jpg,0,53.95,53.95,53.95,Books,14,0.00,Luis Paints the World,5b43cae640f2338a,Three
287,In stock (14 available),default_15,http://books.toscrape.com/catalogue/luckiest-girl-alive_713/../../media/cache/2d/61/2d6124f9d5328469e7ce5e4c04326ca5.jpg,0,49.83,49.83,49.83,Books,14,0.00,Luckiest Girl Alive,d512871626a5e588,Three
288,In stock (14 available),sequential-art_5,http://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/../../media/cache/30/d0/30d033fe3d7be21522498ce2b30d58d6.jpg,0,51.51,51.51,51.51,Books,14,0.00,Lowriders to the Center of the Earth (Lowriders in Space #2),a10c7515834240f3,Two
289,In stock (14 available),music_14,http://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/../../media/cache/b2/43/b2430e3958014d962042a14a912151ac.jpg,0,18.03,18.03,18.03,Books,14,0.00,Love Is a Mix Tape (Music #1),adb5f51c2e2ab13f,One
290,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/../../media/cache/f8/c7/f8c761844f257fed04cce95f9506cba4.jpg,0,29.14,29.14,29.14,Books,14,0.00,Looking for Lovely: Collecting the Moments that Matter,24af96df0bafb925,Five
291,In stock (14 available),default_15,http://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/../../media/cache/b3/20/b3201b03b2fd03915b1f85522be971af.jpg,0,46.91,46.91,46.91,Books,14,0.00,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",17fb5a88180f9904,Four
292,In stock (14 available),nonfiction_13,http://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/../../media/cache/2c/15/2c157b05b7b7014be2a05a5bdeca80e7.jpg,0,26.79,26.79,26.79,Books,14,0.00,Let It Out: A Journey Through Journaling,1174156c4a0eccaa,Five
293,In stock (14 available),default_15,http://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/../../media/cache/bb/80/bb80ecf408c9ecf1cc3652fa8947d245.jpg,0,16.28,16.28,16.28,Books,14,0.00,Lady Midnight (The Dark Artifices #1),708345c9897fd7c5,Five
294,In stock (14 available),food-and-drink_33,http://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/../../media/cache/38/08/380869ceca4ab70f8620b02187bdf60a.jpg,0,19.55,19.55,19.55,Books,14,0.00,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",245e6bf08b8d2955,One
295,In stock (14 available),fantasy_19,http://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/../../media/cache/0f/65/0f6563cce3cc893cde20b088f6fd4107.jpg,0,29.65,29.65,29.65,Books,14,0.00,Island of Dragons (Unwanteds #7),2b52334fab158861,One
296,In stock (14 available),humor_30,http://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/../../media/cache/04/ab/04ab560690b2383512d2fdf4c6366b1e.jpg,0,25.98,25.98,25.98,Books,14,0.00,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,b8a8ff84233f0570,Four
297,In stock (14 available),fiction_10,http://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/../../media/cache/8d/a3/8da36f821f35b795a3a420c84ca9737e.jpg,0,10.60,10.60,10.60,Books,14,0.00,I Am Pilgrim (Pilgrim #1),aeff7b87a8e83ebb,Four
